head,relation,tail,doc_id
schizotypic,co_occurs_with,shoulder and neck pain,
delusional disorders,co_occurs_with,shoulder and neck pain,
depression,co_occurs_with,shoulder and neck pain,
or=3.609,co_occurs_with,shoulder and neck pain,
affective disorders,co_occurs_with,"neurotic, stress-related and",
affective disorders,co_occurs_with,somatoform disorders,
affective disorders,co_occurs_with,psychotic disorders,
affective disorders,co_occurs_with,schizophrenia,
affective disorders,co_occurs_with,schizotypic,
affective disorders,co_occurs_with,delusional disorders,
affective disorders,co_occurs_with,depression,
affective disorders,co_occurs_with,or=3.609,
"neurotic, stress-related and",co_occurs_with,somatoform disorders,
"neurotic, stress-related and",co_occurs_with,psychotic disorders,
"neurotic, stress-related and",co_occurs_with,schizophrenia,
"neurotic, stress-related and",co_occurs_with,schizotypic,
delusional disorders,co_occurs_with,"neurotic, stress-related and",
depression,co_occurs_with,"neurotic, stress-related and",
"neurotic, stress-related and",co_occurs_with,or=3.609,
psychotic disorders,co_occurs_with,somatoform disorders,
schizophrenia,co_occurs_with,somatoform disorders,
schizotypic,co_occurs_with,somatoform disorders,
delusional disorders,co_occurs_with,somatoform disorders,
depression,co_occurs_with,somatoform disorders,
or=3.609,co_occurs_with,somatoform disorders,
psychotic disorders,co_occurs_with,schizophrenia,
psychotic disorders,co_occurs_with,schizotypic,
delusional disorders,co_occurs_with,psychotic disorders,
depression,co_occurs_with,psychotic disorders,
or=3.609,co_occurs_with,psychotic disorders,
schizophrenia,co_occurs_with,schizotypic,
delusional disorders,co_occurs_with,schizophrenia,
depression,co_occurs_with,schizophrenia,
or=3.609,co_occurs_with,schizophrenia,
delusional disorders,co_occurs_with,schizotypic,
depression,co_occurs_with,schizotypic,
or=3.609,co_occurs_with,schizotypic,
delusional disorders,co_occurs_with,depression,
delusional disorders,co_occurs_with,or=3.609,
depression,co_occurs_with,or=3.609,
anterior/apical prolapse,co_occurs_with,overactive bladder,
overactive bladder,co_occurs_with,urinary incontinence,
mui,co_occurs_with,overactive bladder,
anterior/apical prolapse,co_occurs_with,urinary incontinence,
anterior/apical prolapse,co_occurs_with,mui,
mui,co_occurs_with,urinary incontinence,
aaps,co_occurs_with,depression,
depression,co_occurs_with,second-line,
aaps,co_occurs_with,second-line,
aaps,co_occurs_with,antidepressant,
antidepressant,co_occurs_with,second-line,
intracerebral hemorrhage,co_occurs_with,warfarin,
ich,co_occurs_with,warfarin,
nonvalvular atrial fibrillation,co_occurs_with,warfarin,
strategies-warfarin,co_occurs_with,warfarin,
hemorrhage,co_occurs_with,warfarin,
lobar,co_occurs_with,warfarin,
prior lobar ich,co_occurs_with,warfarin,
hemispheric ich,co_occurs_with,warfarin,
thromboembolic stroke,co_occurs_with,warfarin,
ich,co_occurs_with,intracerebral hemorrhage,
intracerebral hemorrhage,co_occurs_with,nonvalvular atrial fibrillation,
intracerebral hemorrhage,co_occurs_with,strategies-warfarin,
hemorrhage,co_occurs_with,intracerebral hemorrhage,
intracerebral hemorrhage,co_occurs_with,lobar,
intracerebral hemorrhage,co_occurs_with,prior lobar ich,
hemispheric ich,co_occurs_with,intracerebral hemorrhage,
intracerebral hemorrhage,co_occurs_with,thromboembolic stroke,
ich,co_occurs_with,nonvalvular atrial fibrillation,
ich,co_occurs_with,strategies-warfarin,
hemorrhage,co_occurs_with,ich,
ich,co_occurs_with,lobar,
ich,co_occurs_with,prior lobar ich,
hemispheric ich,co_occurs_with,ich,
ich,co_occurs_with,thromboembolic stroke,
nonvalvular atrial fibrillation,co_occurs_with,strategies-warfarin,
hemorrhage,co_occurs_with,nonvalvular atrial fibrillation,
lobar,co_occurs_with,nonvalvular atrial fibrillation,
nonvalvular atrial fibrillation,co_occurs_with,prior lobar ich,
hemispheric ich,co_occurs_with,nonvalvular atrial fibrillation,
nonvalvular atrial fibrillation,co_occurs_with,thromboembolic stroke,
hemorrhage,co_occurs_with,strategies-warfarin,
lobar,co_occurs_with,strategies-warfarin,
prior lobar ich,co_occurs_with,strategies-warfarin,
hemispheric ich,co_occurs_with,strategies-warfarin,
strategies-warfarin,co_occurs_with,thromboembolic stroke,
hemorrhage,co_occurs_with,lobar,
hemorrhage,co_occurs_with,prior lobar ich,
hemispheric ich,co_occurs_with,hemorrhage,
hemorrhage,co_occurs_with,thromboembolic stroke,
lobar,co_occurs_with,prior lobar ich,
hemispheric ich,co_occurs_with,lobar,
lobar,co_occurs_with,thromboembolic stroke,
hemispheric ich,co_occurs_with,prior lobar ich,
prior lobar ich,co_occurs_with,thromboembolic stroke,
hemispheric ich,co_occurs_with,thromboembolic stroke,
idiopathic pd,co_occurs_with,parkinson's disease,
parkinson's disease,co_occurs_with,parkinson's disease rating scale,
idiopathic pd,co_occurs_with,parkinson's disease rating scale,
"breast, colorectal (crc) and lung cancer",co_occurs_with,cancer,
cancer,co_occurs_with,time-to-treatment,
cancer,co_occurs_with,crc,
breast cancer,co_occurs_with,"breast, colorectal (crc) and lung cancer",
"breast, colorectal (crc) and lung cancer",co_occurs_with,time-to-treatment,
"breast, colorectal (crc) and lung cancer",co_occurs_with,crc,
breast cancer,co_occurs_with,time-to-treatment,
breast cancer,co_occurs_with,crc,
crc,co_occurs_with,time-to-treatment,
congenital heart anomalies,co_occurs_with,folic acid,
down syndrome,co_occurs_with,folic acid,
folic acid,co_occurs_with,heart anomalies,
birth defects,co_occurs_with,folic acid,
folic acid,co_occurs_with,ventricular septal [vsd]),
folic acid,co_occurs_with,ostium secundum type,
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,folic acid,
conotruncal defects,co_occurs_with,folic acid,
asds,co_occurs_with,folic acid,
congenital heart anomalies,co_occurs_with,down syndrome,
congenital heart anomalies,co_occurs_with,heart anomalies,
birth defects,co_occurs_with,congenital heart anomalies,
congenital heart anomalies,co_occurs_with,ventricular septal [vsd]),
congenital heart anomalies,co_occurs_with,ostium secundum type,
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,congenital heart anomalies,
congenital heart anomalies,co_occurs_with,conotruncal defects,
asds,co_occurs_with,congenital heart anomalies,
down syndrome,co_occurs_with,heart anomalies,
birth defects,co_occurs_with,down syndrome,
down syndrome,co_occurs_with,ventricular septal [vsd]),
down syndrome,co_occurs_with,ostium secundum type,
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,down syndrome,
conotruncal defects,co_occurs_with,down syndrome,
asds,co_occurs_with,down syndrome,
birth defects,co_occurs_with,heart anomalies,
heart anomalies,co_occurs_with,ventricular septal [vsd]),
heart anomalies,co_occurs_with,ostium secundum type,
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,heart anomalies,
conotruncal defects,co_occurs_with,heart anomalies,
asds,co_occurs_with,heart anomalies,
birth defects,co_occurs_with,ventricular septal [vsd]),
birth defects,co_occurs_with,ostium secundum type,
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,birth defects,
birth defects,co_occurs_with,conotruncal defects,
asds,co_occurs_with,birth defects,
ostium secundum type,co_occurs_with,ventricular septal [vsd]),
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,ventricular septal [vsd]),
conotruncal defects,co_occurs_with,ventricular septal [vsd]),
asds,co_occurs_with,ventricular septal [vsd]),
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,ostium secundum type,
conotruncal defects,co_occurs_with,ostium secundum type,
asds,co_occurs_with,ostium secundum type,
atrial septal defects [asd]and endocardial cushion defects,co_occurs_with,conotruncal defects,
asds,co_occurs_with,atrial septal defects [asd]and endocardial cushion defects,
asds,co_occurs_with,conotruncal defects,
anxiety,co_occurs_with,mood disorders,
dementia,co_occurs_with,mood disorders,
anxiety,co_occurs_with,dementia,
diabetes mellitus,co_occurs_with,t1dm,
diabetes mellitus,co_occurs_with,hyperglycaemia,
diabetes mellitus,co_occurs_with,"± 11,",
diabetes mellitus,co_occurs_with,± 10),
diabetes mellitus,co_occurs_with,diabetic complications,
hyperglycaemia,co_occurs_with,t1dm,
t1dm,co_occurs_with,"± 11,",
t1dm,co_occurs_with,± 10),
diabetic complications,co_occurs_with,t1dm,
hyperglycaemia,co_occurs_with,"± 11,",
hyperglycaemia,co_occurs_with,± 10),
diabetic complications,co_occurs_with,hyperglycaemia,
± 10),co_occurs_with,"± 11,",
diabetic complications,co_occurs_with,"± 11,",
diabetic complications,co_occurs_with,± 10),
chronic inflammatory disorder of the esophagus,co_occurs_with,primary eosinophilic esophagitis,
dysphagia,co_occurs_with,primary eosinophilic esophagitis,
fragile esophageal mucosa,co_occurs_with,primary eosinophilic esophagitis,
primary eosinophilic esophagitis,co_occurs_with,trauma,
chronic inflammatory disorder of the esophagus,co_occurs_with,dysphagia,
chronic inflammatory disorder of the esophagus,co_occurs_with,fragile esophageal mucosa,
chronic inflammatory disorder of the esophagus,co_occurs_with,trauma,
dysphagia,co_occurs_with,fragile esophageal mucosa,
dysphagia,co_occurs_with,trauma,
fragile esophageal mucosa,co_occurs_with,trauma,
acetabular fractures,co_occurs_with,osteoporotic,
acetabular fractures,co_occurs_with,hip arthroplasty,
acetabular fractures,co_occurs_with,tha,
acetabular fractures,co_occurs_with,fractures,
acetabular fractures,co_occurs_with,articular comminution,
acetabular fractures,co_occurs_with,unreducible,
acetabular fractures,co_occurs_with,pulmonary embolism,
acetabular fractures,co_occurs_with,ischium,
hip arthroplasty,co_occurs_with,osteoporotic,
osteoporotic,co_occurs_with,tha,
fractures,co_occurs_with,osteoporotic,
articular comminution,co_occurs_with,osteoporotic,
osteoporotic,co_occurs_with,unreducible,
osteoporotic,co_occurs_with,pulmonary embolism,
ischium,co_occurs_with,osteoporotic,
hip arthroplasty,co_occurs_with,tha,
fractures,co_occurs_with,hip arthroplasty,
articular comminution,co_occurs_with,hip arthroplasty,
hip arthroplasty,co_occurs_with,unreducible,
hip arthroplasty,co_occurs_with,pulmonary embolism,
hip arthroplasty,co_occurs_with,ischium,
fractures,co_occurs_with,tha,
articular comminution,co_occurs_with,tha,
tha,co_occurs_with,unreducible,
pulmonary embolism,co_occurs_with,tha,
ischium,co_occurs_with,tha,
articular comminution,co_occurs_with,fractures,
fractures,co_occurs_with,unreducible,
fractures,co_occurs_with,pulmonary embolism,
fractures,co_occurs_with,ischium,
articular comminution,co_occurs_with,unreducible,
articular comminution,co_occurs_with,pulmonary embolism,
articular comminution,co_occurs_with,ischium,
pulmonary embolism,co_occurs_with,unreducible,
ischium,co_occurs_with,unreducible,
ischium,co_occurs_with,pulmonary embolism,
chronic pulmonary regurgitation,co_occurs_with,tetralogy of fallot (tof,
chronic pulmonary regurgitation,co_occurs_with,sudden cardiac death,
chronic pulmonary regurgitation,co_occurs_with,tof,
sudden cardiac death,co_occurs_with,tetralogy of fallot (tof,
tetralogy of fallot (tof,co_occurs_with,tof,
sudden cardiac death,co_occurs_with,tof,
xanthogranulomatous cholecystitis,co_occurs_with,xgc,
cholecystitis,co_occurs_with,xanthogranulomatous cholecystitis,
gallbladder carcinoma,co_occurs_with,xanthogranulomatous cholecystitis,
gbc,co_occurs_with,xanthogranulomatous cholecystitis,
chronic cholecystitis,co_occurs_with,xanthogranulomatous cholecystitis,
cholecystitis,co_occurs_with,xgc,
gallbladder carcinoma,co_occurs_with,xgc,
gbc,co_occurs_with,xgc,
chronic cholecystitis,co_occurs_with,xgc,
cholecystitis,co_occurs_with,gallbladder carcinoma,
cholecystitis,co_occurs_with,gbc,
cholecystitis,co_occurs_with,chronic cholecystitis,
gallbladder carcinoma,co_occurs_with,gbc,
chronic cholecystitis,co_occurs_with,gallbladder carcinoma,
chronic cholecystitis,co_occurs_with,gbc,
atrophy,co_occurs_with,frontotemporal lobar degeneration,
atrophy,co_occurs_with,ftld-tdp,
atrophy,co_occurs_with,"ftld-tdp type 1, 9",
atrophy,co_occurs_with,temporal lobe atrophy,
atrophy,co_occurs_with,posterior frontal atrophy,
atrophy,co_occurs_with,progranulin,
atrophy,co_occurs_with,dementia,
frontotemporal lobar degeneration,co_occurs_with,ftld-tdp,
frontotemporal lobar degeneration,co_occurs_with,"ftld-tdp type 1, 9",
frontotemporal lobar degeneration,co_occurs_with,temporal lobe atrophy,
frontotemporal lobar degeneration,co_occurs_with,posterior frontal atrophy,
frontotemporal lobar degeneration,co_occurs_with,progranulin,
dementia,co_occurs_with,frontotemporal lobar degeneration,
ftld-tdp,co_occurs_with,"ftld-tdp type 1, 9",
ftld-tdp,co_occurs_with,temporal lobe atrophy,
ftld-tdp,co_occurs_with,posterior frontal atrophy,
ftld-tdp,co_occurs_with,progranulin,
dementia,co_occurs_with,ftld-tdp,
"ftld-tdp type 1, 9",co_occurs_with,temporal lobe atrophy,
"ftld-tdp type 1, 9",co_occurs_with,posterior frontal atrophy,
"ftld-tdp type 1, 9",co_occurs_with,progranulin,
dementia,co_occurs_with,"ftld-tdp type 1, 9",
posterior frontal atrophy,co_occurs_with,temporal lobe atrophy,
progranulin,co_occurs_with,temporal lobe atrophy,
dementia,co_occurs_with,temporal lobe atrophy,
posterior frontal atrophy,co_occurs_with,progranulin,
dementia,co_occurs_with,posterior frontal atrophy,
dementia,co_occurs_with,progranulin,
breast cancer,co_occurs_with,high-dose,
breast cancer,co_occurs_with,hdr,
breast cancer,co_occurs_with,fibrosis,
breast cancer,co_occurs_with,telangiectasia,
breast cancer,co_occurs_with,hyperpigmentation,
hdr,co_occurs_with,high-dose,
high-dose,co_occurs_with,tumor,
fibrosis,co_occurs_with,high-dose,
high-dose,co_occurs_with,telangiectasia,
high-dose,co_occurs_with,hyperpigmentation,
hdr,co_occurs_with,tumor,
fibrosis,co_occurs_with,hdr,
hdr,co_occurs_with,telangiectasia,
hdr,co_occurs_with,hyperpigmentation,
fibrosis,co_occurs_with,tumor,
telangiectasia,co_occurs_with,tumor,
hyperpigmentation,co_occurs_with,tumor,
fibrosis,co_occurs_with,telangiectasia,
fibrosis,co_occurs_with,hyperpigmentation,
hyperpigmentation,co_occurs_with,telangiectasia,
bipolar disorders,co_occurs_with,bipolar i disorder,
bipolar i disorder,co_occurs_with,manic,
bipolar i disorder,co_occurs_with,grandiosity,
bipolar i disorder,co_occurs_with,psychiatric,
affective disorders,co_occurs_with,bipolar i disorder,
bipolar i disorder,co_occurs_with,mania,
bipolar i disorder,co_occurs_with,psychosis,
bipolar disorders,co_occurs_with,manic,
bipolar disorders,co_occurs_with,grandiosity,
bipolar disorders,co_occurs_with,psychiatric,
affective disorders,co_occurs_with,bipolar disorders,
bipolar disorders,co_occurs_with,mania,
bipolar disorders,co_occurs_with,psychosis,
grandiosity,co_occurs_with,manic,
manic,co_occurs_with,psychiatric,
affective disorders,co_occurs_with,manic,
mania,co_occurs_with,manic,
manic,co_occurs_with,psychosis,
grandiosity,co_occurs_with,psychiatric,
affective disorders,co_occurs_with,grandiosity,
grandiosity,co_occurs_with,mania,
grandiosity,co_occurs_with,psychosis,
mania,co_occurs_with,psychiatric,
psychiatric,co_occurs_with,psychosis,
affective disorders,co_occurs_with,mania,
affective disorders,co_occurs_with,psychosis,
mania,co_occurs_with,psychosis,
obese,co_occurs_with,overweight,
hematoma,co_occurs_with,subarachnoid hemorrhage,
hematoma,co_occurs_with,sah,
hematoma,co_occurs_with,ruptured internal carotid aneurysm,
fasudil hydrochloride,co_occurs_with,hematoma,
hematoma,co_occurs_with,vasospasm,
buttock pain,co_occurs_with,hematoma,
hematoma,co_occurs_with,sciatica,
hematoma,co_occurs_with,pain,
hematoma,co_occurs_with,neurologic deficit,
sah,co_occurs_with,subarachnoid hemorrhage,
ruptured internal carotid aneurysm,co_occurs_with,subarachnoid hemorrhage,
fasudil hydrochloride,co_occurs_with,subarachnoid hemorrhage,
subarachnoid hemorrhage,co_occurs_with,vasospasm,
buttock pain,co_occurs_with,subarachnoid hemorrhage,
sciatica,co_occurs_with,subarachnoid hemorrhage,
pain,co_occurs_with,subarachnoid hemorrhage,
neurologic deficit,co_occurs_with,subarachnoid hemorrhage,
ruptured internal carotid aneurysm,co_occurs_with,sah,
fasudil hydrochloride,co_occurs_with,sah,
sah,co_occurs_with,vasospasm,
buttock pain,co_occurs_with,sah,
sah,co_occurs_with,sciatica,
pain,co_occurs_with,sah,
neurologic deficit,co_occurs_with,sah,
fasudil hydrochloride,co_occurs_with,ruptured internal carotid aneurysm,
ruptured internal carotid aneurysm,co_occurs_with,vasospasm,
buttock pain,co_occurs_with,ruptured internal carotid aneurysm,
ruptured internal carotid aneurysm,co_occurs_with,sciatica,
pain,co_occurs_with,ruptured internal carotid aneurysm,
neurologic deficit,co_occurs_with,ruptured internal carotid aneurysm,
fasudil hydrochloride,co_occurs_with,vasospasm,
buttock pain,co_occurs_with,fasudil hydrochloride,
fasudil hydrochloride,co_occurs_with,sciatica,
fasudil hydrochloride,co_occurs_with,pain,
fasudil hydrochloride,co_occurs_with,neurologic deficit,
buttock pain,co_occurs_with,vasospasm,
sciatica,co_occurs_with,vasospasm,
pain,co_occurs_with,vasospasm,
neurologic deficit,co_occurs_with,vasospasm,
buttock pain,co_occurs_with,sciatica,
buttock pain,co_occurs_with,pain,
buttock pain,co_occurs_with,neurologic deficit,
pain,co_occurs_with,sciatica,
neurologic deficit,co_occurs_with,sciatica,
neurologic deficit,co_occurs_with,pain,
stroke,co_occurs_with,thrombus,
atherosclerotic,co_occurs_with,stroke,
atherosclerotic,co_occurs_with,thrombus,
cognitive dysfunction,co_occurs_with,motor neuron disease,
cognitive dysfunction,co_occurs_with,mnd,
cognitive dysfunction,co_occurs_with,demented,
cognitive dysfunction,co_occurs_with,impaired language function,
aphasic syndrome,co_occurs_with,cognitive dysfunction,
anomia,co_occurs_with,cognitive dysfunction,
cognitive deficits,co_occurs_with,cognitive dysfunction,
mnd,co_occurs_with,motor neuron disease,
demented,co_occurs_with,motor neuron disease,
impaired language function,co_occurs_with,motor neuron disease,
aphasic syndrome,co_occurs_with,motor neuron disease,
anomia,co_occurs_with,motor neuron disease,
cognitive deficits,co_occurs_with,motor neuron disease,
demented,co_occurs_with,mnd,
impaired language function,co_occurs_with,mnd,
aphasic syndrome,co_occurs_with,mnd,
anomia,co_occurs_with,mnd,
cognitive deficits,co_occurs_with,mnd,
demented,co_occurs_with,impaired language function,
aphasic syndrome,co_occurs_with,demented,
anomia,co_occurs_with,demented,
cognitive deficits,co_occurs_with,demented,
aphasic syndrome,co_occurs_with,impaired language function,
anomia,co_occurs_with,impaired language function,
cognitive deficits,co_occurs_with,impaired language function,
anomia,co_occurs_with,aphasic syndrome,
aphasic syndrome,co_occurs_with,cognitive deficits,
anomia,co_occurs_with,cognitive deficits,
dst,co_occurs_with,tuberculosis,
pleomorphic adenomas,co_occurs_with,tumors,
myoepithelial adenomas,co_occurs_with,tumors,
lipomas,co_occurs_with,tumors,
salivary duct carcinomas,co_occurs_with,tumors,
mucoepidermoid carcinomas,co_occurs_with,tumors,
acinic cell carcinomas,co_occurs_with,tumors,
basal cell adenocarcinomas,co_occurs_with,tumors,
tumors,co_occurs_with,warthin tumors,
pleomorphic adenomas,co_occurs_with,tumor,
myoepithelial adenomas,co_occurs_with,tumor,
lipomas,co_occurs_with,tumor,
salivary duct carcinomas,co_occurs_with,tumor,
mucoepidermoid carcinomas,co_occurs_with,tumor,
acinic cell carcinomas,co_occurs_with,tumor,
basal cell adenocarcinomas,co_occurs_with,tumor,
tumor,co_occurs_with,warthin tumors,
myoepithelial adenomas,co_occurs_with,pleomorphic adenomas,
lipomas,co_occurs_with,pleomorphic adenomas,
pleomorphic adenomas,co_occurs_with,salivary duct carcinomas,
mucoepidermoid carcinomas,co_occurs_with,pleomorphic adenomas,
acinic cell carcinomas,co_occurs_with,pleomorphic adenomas,
basal cell adenocarcinomas,co_occurs_with,pleomorphic adenomas,
pleomorphic adenomas,co_occurs_with,warthin tumors,
lipomas,co_occurs_with,myoepithelial adenomas,
myoepithelial adenomas,co_occurs_with,salivary duct carcinomas,
mucoepidermoid carcinomas,co_occurs_with,myoepithelial adenomas,
acinic cell carcinomas,co_occurs_with,myoepithelial adenomas,
basal cell adenocarcinomas,co_occurs_with,myoepithelial adenomas,
myoepithelial adenomas,co_occurs_with,warthin tumors,
lipomas,co_occurs_with,salivary duct carcinomas,
lipomas,co_occurs_with,mucoepidermoid carcinomas,
acinic cell carcinomas,co_occurs_with,lipomas,
basal cell adenocarcinomas,co_occurs_with,lipomas,
lipomas,co_occurs_with,warthin tumors,
mucoepidermoid carcinomas,co_occurs_with,salivary duct carcinomas,
acinic cell carcinomas,co_occurs_with,salivary duct carcinomas,
basal cell adenocarcinomas,co_occurs_with,salivary duct carcinomas,
salivary duct carcinomas,co_occurs_with,warthin tumors,
acinic cell carcinomas,co_occurs_with,mucoepidermoid carcinomas,
basal cell adenocarcinomas,co_occurs_with,mucoepidermoid carcinomas,
mucoepidermoid carcinomas,co_occurs_with,warthin tumors,
acinic cell carcinomas,co_occurs_with,basal cell adenocarcinomas,
acinic cell carcinomas,co_occurs_with,warthin tumors,
basal cell adenocarcinomas,co_occurs_with,warthin tumors,
hypertension,co_occurs_with,hypotension,
endothelin-1,co_occurs_with,hypotension,
et-1,co_occurs_with,hypotension,
end-stage renal disease,co_occurs_with,hypotension,
esrd,co_occurs_with,hypotension,
dialysis-induced hypotension,co_occurs_with,hypotension,
endothelin-1,co_occurs_with,hypertension,
et-1,co_occurs_with,hypertension,
end-stage renal disease,co_occurs_with,hypertension,
esrd,co_occurs_with,hypertension,
dialysis-induced hypotension,co_occurs_with,hypertension,
endothelin-1,co_occurs_with,et-1,
end-stage renal disease,co_occurs_with,endothelin-1,
endothelin-1,co_occurs_with,esrd,
dialysis-induced hypotension,co_occurs_with,endothelin-1,
end-stage renal disease,co_occurs_with,et-1,
esrd,co_occurs_with,et-1,
dialysis-induced hypotension,co_occurs_with,et-1,
end-stage renal disease,co_occurs_with,esrd,
dialysis-induced hypotension,co_occurs_with,end-stage renal disease,
dialysis-induced hypotension,co_occurs_with,esrd,
affective disorders,co_occurs_with,death,
affective disorder,co_occurs_with,death,
death,co_occurs_with,major affective disorders,
death,co_occurs_with,depression,
death,co_occurs_with,depressive and bipolar disorders,
death,co_occurs_with,suicidal behavior,
bipolar,co_occurs_with,death,
death,co_occurs_with,hopelessness,
affective disorder,co_occurs_with,affective disorders,
affective disorders,co_occurs_with,major affective disorders,
affective disorders,co_occurs_with,depressive and bipolar disorders,
affective disorders,co_occurs_with,suicidal behavior,
affective disorders,co_occurs_with,bipolar,
affective disorders,co_occurs_with,hopelessness,
affective disorder,co_occurs_with,major affective disorders,
affective disorder,co_occurs_with,depression,
affective disorder,co_occurs_with,depressive and bipolar disorders,
affective disorder,co_occurs_with,suicidal behavior,
affective disorder,co_occurs_with,bipolar,
affective disorder,co_occurs_with,hopelessness,
depression,co_occurs_with,major affective disorders,
depressive and bipolar disorders,co_occurs_with,major affective disorders,
major affective disorders,co_occurs_with,suicidal behavior,
bipolar,co_occurs_with,major affective disorders,
hopelessness,co_occurs_with,major affective disorders,
depression,co_occurs_with,depressive and bipolar disorders,
depression,co_occurs_with,suicidal behavior,
bipolar,co_occurs_with,depression,
depression,co_occurs_with,hopelessness,
depressive and bipolar disorders,co_occurs_with,suicidal behavior,
bipolar,co_occurs_with,depressive and bipolar disorders,
depressive and bipolar disorders,co_occurs_with,hopelessness,
bipolar,co_occurs_with,suicidal behavior,
hopelessness,co_occurs_with,suicidal behavior,
bipolar,co_occurs_with,hopelessness,
cancer,co_occurs_with,prostate cancer,
prostate,co_occurs_with,prostate cancer,
clabsi,co_occurs_with,line-associated bloodstream infection,
clabsis,co_occurs_with,line-associated bloodstream infection,
infections,co_occurs_with,line-associated bloodstream infection,
clabsi,co_occurs_with,clabsis,
clabsi,co_occurs_with,infections,
clabsis,co_occurs_with,infections,
gastroparesis,co_occurs_with,upper gastrointestinal (gi) motor disorders,
proroot mta,co_occurs_with,pulpitis,
pain,co_occurs_with,proroot mta,
pain,co_occurs_with,pulpitis,
idiopathic scoliosis,co_occurs_with,scoliosis,
idiopathic scoliosis,co_occurs_with,thoracic or thoracolumbar scoliosis,
scoliosis,co_occurs_with,thoracic or thoracolumbar scoliosis,
5-9,co_occurs_with,cerebral palsy,
malignant melanoma,co_occurs_with,skin cancer,
melanomas,co_occurs_with,skin cancer,
melanoma,co_occurs_with,skin cancer,
malignant melanoma,co_occurs_with,melanomas,
malignant melanoma,co_occurs_with,melanoma,
melanoma,co_occurs_with,melanomas,
gdm,co_occurs_with,gestational diabetes mellitus,
anomalies,co_occurs_with,gestational diabetes mellitus,
anomalies,co_occurs_with,gdm,
arginine vasopressin,co_occurs_with,bipolar disorder,
arginine vasopressin,co_occurs_with,pea-bp,
arginine vasopressin,co_occurs_with,hypersexual,
arginine vasopressin,co_occurs_with,mania,
arginine vasopressin,co_occurs_with,elation,
arginine vasopressin,co_occurs_with,grandiosity,
arginine vasopressin,co_occurs_with,attention-deficit hyperactivity disorder,
adhd,co_occurs_with,arginine vasopressin,
affective disorders,co_occurs_with,arginine vasopressin,
arginine vasopressin,co_occurs_with,schizophrenia,
arginine vasopressin,co_occurs_with,hypersexuality,
bipolar disorder,co_occurs_with,pea-bp,
bipolar disorder,co_occurs_with,hypersexual,
bipolar disorder,co_occurs_with,mania,
bipolar disorder,co_occurs_with,elation,
bipolar disorder,co_occurs_with,grandiosity,
attention-deficit hyperactivity disorder,co_occurs_with,bipolar disorder,
adhd,co_occurs_with,bipolar disorder,
affective disorders,co_occurs_with,bipolar disorder,
bipolar disorder,co_occurs_with,schizophrenia,
bipolar disorder,co_occurs_with,hypersexuality,
hypersexual,co_occurs_with,pea-bp,
mania,co_occurs_with,pea-bp,
elation,co_occurs_with,pea-bp,
grandiosity,co_occurs_with,pea-bp,
attention-deficit hyperactivity disorder,co_occurs_with,pea-bp,
adhd,co_occurs_with,pea-bp,
affective disorders,co_occurs_with,pea-bp,
pea-bp,co_occurs_with,schizophrenia,
hypersexuality,co_occurs_with,pea-bp,
hypersexual,co_occurs_with,mania,
elation,co_occurs_with,hypersexual,
grandiosity,co_occurs_with,hypersexual,
attention-deficit hyperactivity disorder,co_occurs_with,hypersexual,
adhd,co_occurs_with,hypersexual,
affective disorders,co_occurs_with,hypersexual,
hypersexual,co_occurs_with,schizophrenia,
hypersexual,co_occurs_with,hypersexuality,
elation,co_occurs_with,mania,
attention-deficit hyperactivity disorder,co_occurs_with,mania,
adhd,co_occurs_with,mania,
mania,co_occurs_with,schizophrenia,
hypersexuality,co_occurs_with,mania,
elation,co_occurs_with,grandiosity,
attention-deficit hyperactivity disorder,co_occurs_with,elation,
adhd,co_occurs_with,elation,
affective disorders,co_occurs_with,elation,
elation,co_occurs_with,schizophrenia,
elation,co_occurs_with,hypersexuality,
attention-deficit hyperactivity disorder,co_occurs_with,grandiosity,
adhd,co_occurs_with,grandiosity,
grandiosity,co_occurs_with,schizophrenia,
grandiosity,co_occurs_with,hypersexuality,
adhd,co_occurs_with,attention-deficit hyperactivity disorder,
affective disorders,co_occurs_with,attention-deficit hyperactivity disorder,
attention-deficit hyperactivity disorder,co_occurs_with,schizophrenia,
attention-deficit hyperactivity disorder,co_occurs_with,hypersexuality,
adhd,co_occurs_with,affective disorders,
adhd,co_occurs_with,schizophrenia,
adhd,co_occurs_with,hypersexuality,
affective disorders,co_occurs_with,hypersexuality,
hypersexuality,co_occurs_with,schizophrenia,
non-small cell lung cancer,co_occurs_with,non-small cell lung carcinoma,
non-small cell lung carcinoma,co_occurs_with,radio-,
non-small cell lung carcinoma,co_occurs_with,squamous cell vs,
adenocarcinoma,co_occurs_with,non-small cell lung carcinoma,
non-small cell lung carcinoma,co_occurs_with,tumour,
non-small cell lung carcinoma,co_occurs_with,squamous cell carcinoma,
non-small cell lung cancer,co_occurs_with,radio-,
non-small cell lung cancer,co_occurs_with,squamous cell vs,
