doc_id,entity_text,entity_type
17610439,angioplasty,DISEASE
17610439,congestive heart failure,DISEASE
26859535,cancer,DISEASE
26859535,carcinoma,DISEASE
26859535,adenocarcinoma,DISEASE
26859535,squamous cell carcinoma,DISEASE
26859535,cancers of the cervix,DISEASE
25446909,human immunodeficiency virus (hiv)-related salivary gland diseases,DISEASE
25446909,mucocele,DISEASE
25446909,plunging ranulas,DISEASE
25446909,ranula,DISEASE
25446909,ranulas,DISEASE
17220021,gbs,DISEASE
17220021,death,DISEASE
21198823,myocardial damage,DISEASE
21198823,wmas,DISEASE
21198823,dobutamine,CHEMICAL
21198823,ischemic heart disease,DISEASE
21198823,ischemia,DISEASE
17259061,smoking,CHEMICAL
17259061,smoke,CHEMICAL
18375490,trophoblastic diseases,DISEASE
24142776,betamethasone,CHEMICAL
24142776,toxicity,DISEASE
24142776,gentamicin,CHEMICAL
24142776,benzalkonium chloride,CHEMICAL
24142776,hearing loss,DISEASE
27896825,thyroid cancer,DISEASE
27896825,ata,CHEMICAL
27896825,13·4,CHEMICAL
25787073,castration-resistant prostate cancer,DISEASE
25787073,tumor,DISEASE
25787073,high-grade cancer,DISEASE
25787073,systemic infection,DISEASE
25787073,autoimmune disease,DISEASE
14631523,cerebellar astrocytoma,DISEASE
14631523,death,DISEASE
14631523,kernohan,DISEASE
14631523,tumour,DISEASE
14631523,pilocytic astrocytoma,DISEASE
14631523,astrocytoma,DISEASE
14631523,astrocytomas,DISEASE
26717802,disability,DISEASE
23810330,tme,CHEMICAL
23810330,cancer,DISEASE
23810330,primary rectal cancer,DISEASE
23810330,tumour,DISEASE
23810330,urinary dysfunction,DISEASE
23810330,sexual dysfunction,DISEASE
19027440,head and neck cancer,DISEASE
19027440,hnc,DISEASE
19027440,cancer,DISEASE
19027440,anxiety,DISEASE
19027440,depression,DISEASE
24446763,death,DISEASE
9444542,hippocampal atrophy,DISEASE
9444542,alzheimer's disease,DISEASE
9444542,decline in cognitive function,DISEASE
9444542,depressed,DISEASE
9444542,dementia,DISEASE
9444542,cognitive decline,DISEASE
23389866,chemoradiotherapy,CHEMICAL
23389866,carcinoma esophagus,DISEASE
23389866,squamous cell esophageal carcinoma,DISEASE
23389866,cisplatin,CHEMICAL
23389866,tumor,DISEASE
23389866,toxicities,DISEASE
19142546,fibrosis,DISEASE
19142546,fibrous,DISEASE
9107172,infection,DISEASE
9107172,thromboembolic,DISEASE
9107172,ventricular arrhythmias,DISEASE
9107172,right ventricular failure,DISEASE
9107172,deaths,DISEASE
9107172,nitric oxide,CHEMICAL
9107172,hemorrhages,DISEASE
10411439,compartment syndrome,DISEASE
21166749,blood loss,DISEASE
21166749,tumour,DISEASE
21166749,death,DISEASE
27818079,condylar fractures,DISEASE
27818079,condylar fracture,DISEASE
27818079,neurologic impairments,DISEASE
27818079,preinjury occlusion,DISEASE
25982163,perforation,DISEASE
25982163,appendicitis,DISEASE
25982163,ren-ai,DISEASE
20353735,vitamin d deficiency/insufficiency,CHEMICAL
20353735,vddi,CHEMICAL
20353735,ckd,DISEASE
20353735,ergocalciferol,CHEMICAL
20353735,hyperparathyroidism,DISEASE
20353735,25-hydroxyvitamin d level<30,CHEMICAL
20353735,vitamin d,CHEMICAL
20353735,phosphate,CHEMICAL
20353735,25-hydroxyvitamin d,CHEMICAL
24630333,trauma,DISEASE
24630333,intramedullary nailing,DISEASE
24630333,diaphyseal femur fractures,DISEASE
24630333,fracture,DISEASE
24630333,lower extremity,DISEASE
24630333,fractures,DISEASE
24630333,malrotation,DISEASE
24630333,non-trauma,DISEASE
27096199,respiratory infection,DISEASE
27096199,acute respiratory infections,DISEASE
27096199,ari,DISEASE
27096199,respiratory distress,DISEASE
27096199,oxygen,CHEMICAL
12040336,acute myocardial infarction,DISEASE
12040336,cardiogenic shock,DISEASE
12040336,angioplasty,DISEASE
12040336,myocardial infarction,DISEASE
15918864,infant illness,DISEASE
23601294,urinary stone,DISEASE
23601294,urinary stones,DISEASE
23601294,uric acid,CHEMICAL
23601294,cystine,CHEMICAL
23601294,struvite stones,CHEMICAL
21361755,myelopathy,DISEASE
21361755,stenosis,DISEASE
21361755,opll,DISEASE
21361755,degenerative stenosis,DISEASE
21361755,kyphosis,DISEASE
21361755,degenerative cervical stenotic myelopathy,DISEASE
21361755,blood loss,DISEASE
21361755,pain,DISEASE
9003088,estrogen,CHEMICAL
9003088,progesterone,CHEMICAL
9003088,dab,CHEMICAL
23337545,fibrinous,DISEASE
23337545,pneumonia,DISEASE
23337545,afop,DISEASE
23337545,pulmonary disease,DISEASE
23337545,aplastic anemia,DISEASE
23337545,vsaa,DISEASE
23337545,fulminant hepatic failure,DISEASE
23337545,pulmonary lesion,DISEASE
23337545,antithymocyte globulin,CHEMICAL
23337545,cyclosporine,CHEMICAL
10490564,hypotension,DISEASE
10490564,ischaemic heart disease,DISEASE
10490564,angina,DISEASE
10490564,heart failure,DISEASE
10490564,hypotensive,DISEASE
10490564,ischaemia,DISEASE
23375036,tuberculosis,DISEASE
11555508,dyspnea,DISEASE
11555508,asthma,DISEASE
11555508,airflow obstruction,DISEASE
11555508,inflammation,DISEASE
11555508,bronchial hyperresponsiveness,DISEASE
11555508,bhr,DISEASE
11555508,icss,CHEMICAL
11555508,airway inflammation,DISEASE
11555508,methacholine,CHEMICAL
11555508,airway obstruction,DISEASE
11555508,ics,CHEMICAL
16778275,pneumothorax,DISEASE
16778275,oxygen,CHEMICAL
27136599,gynaecological cancer,DISEASE
27136599,anastomotic leakage,DISEASE
27136599,stoma,DISEASE
27050505,hypertension,DISEASE
27050505,kidney disease,DISEASE
27050505,ckd,DISEASE
27050505,hypertensive,DISEASE
27050505,triglyceride,CHEMICAL
27050505,urea,CHEMICAL
27050505,creatinine,CHEMICAL
27050505,cholesterol,CHEMICAL
18403945,reflux disease,DISEASE
18403945,gastrointestinal symptom questionnaire (gastrointestinal symptom rating scale,DISEASE
11149643,ischemia,DISEASE
26200172,anxiety,DISEASE
18783922,epilepsy,DISEASE
18783922,seizure,DISEASE
18783922,tnf-alpha,CHEMICAL
18783922,seizures,DISEASE
18783922,status epilepticus,DISEASE
18783922,idiopathic generalized,DISEASE
18783922,alcohol,CHEMICAL
12684740,alcohol,CHEMICAL
12684740,alcohol/saccharin,CHEMICAL
12684740,non-alcohol,CHEMICAL
12684740,naltrexone,CHEMICAL
25155638,death,DISEASE
25155638,fall,CHEMICAL
26820719,colorectal cancer,DISEASE
26820719,hereditary colorectal cancer,DISEASE
26820719,inflammatory bowel disease,DISEASE
26820719,polyps,DISEASE
26820719,angiolymphatic,DISEASE
26820719,signet cell ring adenocarcinoma,DISEASE
26820719,tumors,DISEASE
21080127,lower infection,DISEASE
21080127,infection,DISEASE
21080127,failure of infection,DISEASE
21080127,aureus infection,DISEASE
18086459,psychotic episodes,DISEASE
18086459,psychotic,DISEASE
18086459,seizure disorder,DISEASE
18086459,seizure,DISEASE
18086459,mri abnormalities,DISEASE
18086459,psychiatric,DISEASE
18086459,ipe,CHEMICAL
11978239,peptic ulcer disease,DISEASE
11978239,pud,DISEASE
11978239,nonulcer dyspepsia,DISEASE
11978239,nud,DISEASE
11978239,dyspepsia,DISEASE
11978239,helicobacter pylori,DISEASE
10798511,abdominal injuries,DISEASE
10798511,trauma,DISEASE
10798511,blood alcohol,DISEASE
10798511,coma,DISEASE
10798511,abdominal injury,DISEASE
10798511,chest injury,DISEASE
15477551,human t-lymphotrophic virus type i (htlv-i) infection,DISEASE
15477551,myelopathy,DISEASE
15477551,abnormal mri lesions,DISEASE
15477551,htlv-i-associated myelopathy,DISEASE
15477551,spastic paraparesis,DISEASE
15477551,polyneuropathy,DISEASE
15477551,ham/tsp,DISEASE
19327500,resected non-small cell lung cancer,DISEASE
19327500,non-small cell lung cancer,DISEASE
19327500,cancer,DISEASE
19327500,adenocarcinoma,DISEASE
23283159,obesity,DISEASE
23283159,chest wheezing,DISEASE
23283159,allergies,DISEASE
23283159,wheezing,DISEASE
23283159,obese,DISEASE
16465002,carbon dioxide,CHEMICAL
16465002,etco2,CHEMICAL
16465002,hypercapnia,DISEASE
24191126,ovarian endometriomas,DISEASE
24191126,ovarian cancer,DISEASE
24191126,endometriosis,DISEASE
24191126,ovarian endometrioma,DISEASE
24191126,ovarian malignancy,DISEASE
24191126,ovarian endometriosis,DISEASE
25218577,knee arthroplasty,DISEASE
25218577,tka,DISEASE
20488985,coughs,DISEASE
20488985,colds,DISEASE
11567820,trigeminal neuralgia,DISEASE
11567820,pain,DISEASE
11567820,low-dose,CHEMICAL
11567820,numbness,DISEASE
11567820,paresthesias,DISEASE
19100463,tacrolimus,CHEMICAL
19100463,hepatic and renal functions,DISEASE
19100463,tacrolimus ii,CHEMICAL
12769830,sarcoma,DISEASE
12769830,tumor,DISEASE
12769830,tumors,DISEASE
10331115,serotonin,CHEMICAL
10331115,dopamine (d)2,CHEMICAL
10331115,amoxapine,CHEMICAL
10331115,positron-emission,CHEMICAL
17483607,n-acetylcysteine,CHEMICAL
17483607,nac,CHEMICAL
17483607,ketamine,CHEMICAL
17483607,perforations,DISEASE
17483607,nacl,CHEMICAL
17483607,otorrhea,DISEASE
28056802,cholesterol,CHEMICAL
28056802,ldl-c,CHEMICAL
28056802,acute myocardial infarction,DISEASE
28056802,ami,CHEMICAL
28056802,death,DISEASE
28056802,nonfatal,CHEMICAL
28056802,nonfatal stroke,DISEASE
11776681,acidosis,DISEASE
24922528,alcohol,CHEMICAL
8200238,ileus,DISEASE
8200238,abdominal distention,DISEASE
8200238,nausea,DISEASE
8200238,vomiting,DISEASE
8200238,postoperative ileus,DISEASE
10593212,loss of consciousness,DISEASE
10593212,head injury,DISEASE
10593212,traumatic,DISEASE
10593212,goat,CHEMICAL
12630042,gastric cancer,DISEASE
12630042,cancer,DISEASE
24519615,knee arthroplasty,DISEASE
24519615,patella reduction,DISEASE
24519615,patella subluxation,DISEASE
24267613,gerd,DISEASE
24267613,hernia,DISEASE
24267613,impaired esophageal peristalsis,DISEASE
24267613,intraoperative and postoperative complications,DISEASE
21074975,uhr,DISEASE
21074975,psychosis,DISEASE
21074975,psychotic symptoms,DISEASE
21074975,aps,DISEASE
21074975,blips,DISEASE
12690589,muscle fatigue,DISEASE
12690589,fatigue,DISEASE
10757151,preconditioning,CHEMICAL
10757151,ischemia,DISEASE
10757151,intraischemic preconditioning,DISEASE
10757151,cip,CHEMICAL
10757151,infarct,DISEASE
10757151,myocardial dysfunction,DISEASE
15388567,injuries,DISEASE
10877371,pseudoexfoliation syndrome,DISEASE
10877371,pseudoexfoliation,DISEASE
22324545,oestrogen,CHEMICAL
22324545,cardiovascular disease,DISEASE
22324545,cholesterol,CHEMICAL
22324545,ldl-c,CHEMICAL
22324545,t-chol,CHEMICAL
19419587,sternal instability,DISEASE
19419587,mediastinitis,DISEASE
16909975,dryness,DISEASE
16909975,toxicities,DISEASE
16909975,head and neck cancers,DISEASE
16909975,isodose,DISEASE
16909975,toxicity,DISEASE
16909975,dryness of the mouth,DISEASE
16909975,xerostomia,DISEASE
18799291,histidine,CHEMICAL
18799291,adenosine 5'-monophosphoramidate,CHEMICAL
18799291,schizophrenia,DISEASE
18799291,dopamine,CHEMICAL
18799291,"ishdsf, 1350",CHEMICAL
18799291,schizophrenic,DISEASE
18799291,ishdsf,DISEASE
12163782,posttraumatic acute respiratory distress syndrome,DISEASE
12163782,ards,DISEASE
12163782,trauma,DISEASE
12163782,adult blunt trauma,DISEASE
12163782,blunt major,DISEASE
16392897,bcrabl,CHEMICAL
16392897,leukemia,DISEASE
19615731,asthma,DISEASE
19615731,obesity,DISEASE
18537964,adverse drug reactions,DISEASE
18537964,allergy,DISEASE
18537964,alcohol,CHEMICAL
25747932,early-life,DISEASE
17445978,renal damage,DISEASE
17445978,impairment of renal function,DISEASE
17445978,ischemia,DISEASE
17445978,kidney damage,DISEASE
17445978,proteinuria,DISEASE
17445978,creatinine,CHEMICAL
19309468,inflammation,DISEASE
19309468,alloimmunization,DISEASE
19309468,rbc alloimmunization,DISEASE
19309468,febrile,DISEASE
25885219,creatine,CHEMICAL
25885219,arginine,CHEMICAL
25885219,glycine,CHEMICAL
25885219,guanidinoacetate,CHEMICAL
25885219,gamt,DISEASE
26348845,squamous lesions,DISEASE
26348845,glandular cell abnormalities,DISEASE
26348845,agc,CHEMICAL
26348845,glandular cell abnormality,DISEASE
26348845,≥agc,DISEASE
26348845,high-grade squamous intraepithelial lesion,DISEASE
26348845,carcinoma,DISEASE
26348845,endometrial adenocarcinoma,DISEASE
12221908,preeclampsia/eclampsia,DISEASE
12221908,hemorrhage,DISEASE
12221908,puerperium complications,CHEMICAL
12221908,deaths,DISEASE
12221908,hellp syndrome,DISEASE
12221908,microangiopathic hemolysis,DISEASE
12221908,seizures,DISEASE
12221908,icteric,DISEASE
12221908,visual disturbances,DISEASE
12221908,"nausea,",DISEASE
12221908,vomiting,DISEASE
12221908,abdominal pain,DISEASE
12221908,hypertensives disorders,DISEASE
12221908,renal damage,DISEASE
12221908,creatinine,CHEMICAL
21904069,methylene blue,CHEMICAL
21904069,submucous gastric arterial,DISEASE
14976655,palsy,DISEASE
14976655,labial herpetic lesions,DISEASE
14976655,herpes simplex,DISEASE
14976655,paralysis,DISEASE
14976655,herpes labialis,DISEASE
14976655,poststapedectomy facial palsy,DISEASE
14976655,acyclovir,CHEMICAL
22644412,hepatocellular carcinoma,DISEASE
22644412,hcc,DISEASE
22644412,tumor,DISEASE
26419377,injuries,DISEASE
26419377,perforation,DISEASE
23052500,hepatocellular carcinoma,DISEASE
23052500,hcc,DISEASE
23052500,fibrosis/cirrhosis,DISEASE
23052500,tumor,DISEASE
23052500,cirrhosis,DISEASE
23052500,tumors,DISEASE
26104852,attr,CHEMICAL
26104852,amyloidosis,DISEASE
26104852,hypertrophic cardiomyopathy,DISEASE
26104852,hcm,DISEASE
26104852,attr amyloidosis,CHEMICAL
26104852,(ivst/pwt)>1.6,DISEASE
18399830,tissue damage,DISEASE
18399830,lactate,CHEMICAL
18575014,nasal polyposis,DISEASE
18575014,asthma,CHEMICAL
18575014,aspirin,CHEMICAL
18575014,churg strauss syndrome,DISEASE
18575014,cystic fibrosis,DISEASE
18575014,primary ciliary dyskinesia,DISEASE
15223779,uveal melanoma,DISEASE
15223779,uveal melanomas,DISEASE
15223779,tyrosine,CHEMICAL
15223779,sti571,CHEMICAL
15223779,cutaneous melanoma,DISEASE
15223779,kit,CHEMICAL
15223779,death,DISEASE
24487044,toxicity,DISEASE
24487044,knee osteoarthritis,DISEASE
24487044,knee injury,DISEASE
12377809,dyschesia,DISEASE
12377809,inappropriate defecation,DISEASE
12377809,dysfunction of the anal sphincter,DISEASE
16195477,obesity,DISEASE
16195477,cardiovascular disease,DISEASE
16195477,inflammation,DISEASE
16195477,atherosclerosis,DISEASE
16195477,atherosclerotic,DISEASE
18801797,chronic diseases,DISEASE
12632437,vasculitis,DISEASE
12632437,psv,CHEMICAL
12632437,asthma,DISEASE
12632437,allergies,DISEASE
12632437,hepatitis,DISEASE
12632437,tuberculosis,DISEASE
12632437,wegener's granulomatosis,DISEASE
12632437,polyangiitis,DISEASE
12632437,churg-strauss syndrome,DISEASE
12632437,2.7 [1.2-5.8]),CHEMICAL
12632437,mpa,CHEMICAL
12632437,2.7 [1.3-5.7]),CHEMICAL
12632437,silica,CHEMICAL
12632437,"wg 4.8 [1.2-19.8],",CHEMICAL
12632437,"wg 3.4 [1.3-8.9],",CHEMICAL
12632437,allergy,DISEASE
12632437,"wg 4.0 [1.8-8.7],",CHEMICAL
12632437,wg 2.7 [1.4-5.7]),CHEMICAL
10201555,chloride,CHEMICAL
10201555,kidney disorders,DISEASE
10201555,metabolic diseases,DISEASE
10201555,coronary heart disease,DISEASE
10201555,cardiovascular disease,DISEASE
10201555,cvd,DISEASE
10201555,cholesterol,CHEMICAL
10201555,uric acid,CHEMICAL
10201555,creatinine,CHEMICAL
10201555,cvd death,DISEASE
21342862,acute coronary syndrome,DISEASE
26818046,zonisamide,CHEMICAL
26818046,zns,CHEMICAL
26818046,pharmacoresistant epilepsy,DISEASE
26818046,epileptic,DISEASE
26818046,seizure,DISEASE
26818046,seizures,DISEASE
26818046,tonic-clonic,DISEASE
26818046,myoclonia,DISEASE
18005142,headache,DISEASE
18005142,migraine,DISEASE
18005142,pain,DISEASE
18005142,headaches,DISEASE
18005142,migraine headache,DISEASE
11481172,manic/mixed,DISEASE
11481172,bipolar disorder,DISEASE
11481172,manic,DISEASE
19230985,haemorrhages,DISEASE
19230985,haemorrhage,DISEASE
17295865,infection,DISEASE
17295865,acute hepatitis c,DISEASE
17295865,hepatitis c,DISEASE
17295865,hepatitis,DISEASE
17565137,smoking,CHEMICAL
17565137,smoke,CHEMICAL
18041059,tamoxifen,CHEMICAL
18041059,breast cancer,DISEASE
18041059,cancer,DISEASE
18041059,toxicity,DISEASE
18041059,ads,CHEMICAL
18041059,nnh,CHEMICAL
18041059,thromboembolic,DISEASE
17274051,carcinoma,DISEASE
17274051,head and neck primary,DISEASE
17274051,n status,CHEMICAL
26460153,bad,CHEMICAL
26460153,primary aortic valve replacement,DISEASE
26460153,primary mitral valve,DISEASE
24061619,hiatal hernia,DISEASE
24061619,bmi/%ewl,CHEMICAL
24061619,anterior suture,DISEASE
26867834,bacterial bronchitis,DISEASE
26867834,pbb,CHEMICAL
26867834,bronchiectasis,DISEASE
26867834,neutrophilic inflammation,DISEASE
26867834,haemophilus influenzae,DISEASE
26867834,chronic lung diseases,DISEASE
22349635,cancer,DISEASE
22349635,mscc,DISEASE
15112004,fatty acids,CHEMICAL
15112004,cream milk,CHEMICAL
15112004,vitamins e,CHEMICAL
15112004,folic acid,CHEMICAL
15112004,iodine,CHEMICAL
15112004,selenium,CHEMICAL
15112004,pantothenic acid,CHEMICAL
15112004,niacin,CHEMICAL
15112004,vitamin d.,CHEMICAL
15112004,vitamins a,CHEMICAL
15112004,linoleic acid,CHEMICAL
15112004,alpha-linolenic acid,CHEMICAL
15954832,groin hernia,DISEASE
15954832,hernia,DISEASE
19640728,valve endocarditis,DISEASE
19640728,mitral and aortic prosthesis,DISEASE
19640728,mitral and aortic prostheses,DISEASE
19640728,staphylococci,CHEMICAL
19640728,infection,DISEASE
22154448,haematoma,DISEASE
22154448,meningitis,DISEASE
22154448,abscess,DISEASE
22154448,hipec,CHEMICAL
22154448,oxaliplatin,CHEMICAL
22154448,cisplatin,CHEMICAL
22154448,ropivacain,CHEMICAL
22154448,thrombopenia,DISEASE
22154448,leukopenia,DISEASE
22154448,blood coagulation disorders,DISEASE
8199520,depression,DISEASE
8199520,guilt,DISEASE
9100537,breast disease,DISEASE
9100537,pbd,CHEMICAL
9100537,nonproliferative breast disease,DISEASE
9100537,npbd,DISEASE
9100537,breast lesions,DISEASE
23774337,stroke,DISEASE
16151770,alzheimer's disease,DISEASE
16151770,primary degenerative disease,DISEASE
16151770,(99m)tc-hexamethylpropylene amine oxime,CHEMICAL
26418441,high-grade dysplasia,DISEASE
26418441,carcinoma,DISEASE
26418441,polyp,DISEASE
26418441,diminutive colonic polyps,DISEASE
26418441,adenomas,DISEASE
20130378,congenital cytomegalovirus infection,DISEASE
20130378,congenital infection,DISEASE
20130378,cmv congenital infection,DISEASE
20130378,cmv-dna,CHEMICAL
20130378,cmv-dnaemia,DISEASE
11799314,gallbladder carcinoma,DISEASE
11799314,unresectable gallbladder carcinoma,DISEASE
11799314,tumor,DISEASE
11799314,gallbladder cancer,DISEASE
20828836,true-positives,DISEASE
20828836,hyperbilirubinemia,DISEASE
19608436,fatty,CHEMICAL
19608436,fatty breast,DISEASE
19608436,fatty breasts,CHEMICAL
19608436,p<.05,CHEMICAL
15995461,deaths,DISEASE
15995461,poisoning,DISEASE
15995461,intentional injury,DISEASE
23224030,diabetes,DISEASE
23224030,cardiovascular diseases,DISEASE
23224030,± 10 years,CHEMICAL
23224030,saturated,CHEMICAL
23224030,cholesterol,CHEMICAL
23224030,carbohydrate,CHEMICAL
17910536,intellectual disability,DISEASE
12070552,185,CHEMICAL
12070552,pain,DISEASE
12070552,postoperative fever,DISEASE
12070552,secondary hemorrhage or reduction,DISEASE
18182265,uterine endometrial cancer,DISEASE
18182265,endometrial cancer,DISEASE
18182265,adenomyosis,DISEASE
18182265,endometrial cancers,DISEASE
18182265,cancer,DISEASE
18182265,carcinomas,DISEASE
18182265,cancers,DISEASE
15841770,asthma,DISEASE
15841770,cromones,CHEMICAL
15841770,steroids,CHEMICAL
8017535,alcohol,CHEMICAL
8017535,cocaine,CHEMICAL
8017535,sexual behaviors,DISEASE
8017535,human immunodeficiency virus (hiv) infection,DISEASE
24172579,acute stroke,DISEASE
24172579,acute ischemic stroke,DISEASE
24172579,stroke-international stroke thrombolysis,DISEASE
24172579,intracerebral hemorrhage,DISEASE
10781708,thrombosis,DISEASE
10781708,venous thrombosis,DISEASE
10781708,malignancy,DISEASE
10781708,cancer,DISEASE
10781708,non-cancer,DISEASE
26561905,toxicity,DISEASE
26561905,cancer,DISEASE
26561905,ttn,DISEASE
26561905,deaths,DISEASE
17089900,paget's disease of bone,DISEASE
17089900,paget's disease,DISEASE
17089900,backache,DISEASE
17089900,headache,DISEASE
17089900,bone pains,DISEASE
17089900,fracture,DISEASE
17089900,pain,DISEASE
17089900,deafness,DISEASE
17089900,gait ataxia,DISEASE
17089900,visual impairment,DISEASE
17089900,hydrocephalus,DISEASE
17089900,paraparesis,DISEASE
17089900,polyostotic,DISEASE
17089900,bisphosphonates,CHEMICAL
26536001,srs,DISEASE
26536001,177lu-octreotate,CHEMICAL
26536001,prrt,CHEMICAL
26536001,gastroenteropancreatic neuroendocrine tumors,DISEASE
26536001,gep-nets,DISEASE
26536001,gep-net,DISEASE
26536001,recist,CHEMICAL
26536001,tumors,DISEASE
26536001,tumor,DISEASE
26536001,enets,DISEASE
19643525,vaginal infections,DISEASE
19643525,vulvo-vaginitis,DISEASE
19643525,infections,DISEASE
26285789,cancers,DISEASE
26285789,thyroid cancers,DISEASE
26285789,tyrosine,CHEMICAL
26285789,thyroid carcinoma,DISEASE
26285789,papillary thyroid carcinomas,DISEASE
26285789,pdtc,CHEMICAL
26285789,follicular thyroid carcinoma,DISEASE
26285789,tki,CHEMICAL
26285789,tki-treated,DISEASE
26285789,tki-treated ptc,DISEASE
22266735,diabetes,DISEASE
22266735,gestational diabetes mellitus,DISEASE
22266735,gdm,DISEASE
22266735,glucose,CHEMICAL
22266735,preeclampsia,DISEASE
22266735,shoulder dystocia,DISEASE
22266735,birth injury,DISEASE
15052394,depression,DISEASE
15052394,psychiatric,DISEASE
15052394,depressive symptoms,DISEASE
15052394,major depression,DISEASE
15052394,depressive,DISEASE
15052394,sadness,DISEASE
22302658,aggressive lower extremity musculoskeletal tumors,DISEASE
22302658,amputation,DISEASE
22302658,aggressive musculoskeletal tumors,DISEASE
17894828,hypoglycaemia,DISEASE
17894828,type 1 diabetes,DISEASE
17894828,diabetes,DISEASE
18096128,fractures,DISEASE
18096128,trauma,DISEASE
18096128,spine injury,DISEASE
12913347,bacterial vaginosis,DISEASE
12913347,smoking,CHEMICAL
12913347,lactobacillus spp,DISEASE
24684514,knee arthroplasty,DISEASE
24684514,tka,DISEASE
24684514,tranexamic acid,CHEMICAL
24684514,asa,CHEMICAL
24793469,multiple sclerosis,DISEASE
24793469,autoimmune demyelinating disease of the central nervous system,DISEASE
24793469,discopathy,DISEASE
10340286,appendicitis,DISEASE
10340286,acute appendicitis,DISEASE
22954812,bipolar disorder,DISEASE
22954812,depressive,DISEASE
22954812,mania,DISEASE
22954812,dsm-based,DISEASE
18274917,low-tone sd,DISEASE
18274917,meniere's disease,DISEASE
18274917,endolymphatic hydrops,DISEASE
18274917,high-tone sd,DISEASE
18274917,vertigo,DISEASE
18274917,hearing loss,DISEASE
18274917,vertiginous,DISEASE
18274917,low-tone,DISEASE
18274917,high-tone,DISEASE
26237424,avr,DISEASE
26237424,aortic stenosis,DISEASE
26237424,ppm,CHEMICAL
26237424,"11.35, energy/fatigue 49.36",CHEMICAL
26237424,"15.44, social functioning",CHEMICAL
15041506,anaphylaxis,DISEASE
25280365,rbc-m,DISEASE
20813740,tumour,DISEASE
20401819,fractures,DISEASE
20401819,fracture,DISEASE
20401819,dislocation,DISEASE
7860319,acute myocardial infarction,DISEASE
7860319,congestive heart failure,DISEASE
7860319,ami,CHEMICAL
25255719,pre-eclampsia,DISEASE
24973051,chest pain,DISEASE
24973051,abdominal pain,DISEASE
24973051,cardiac arrest,DISEASE
20497146,oesophagitis,DISEASE
20497146,intragastric acid,CHEMICAL
20497146,reflux oesophagitis,DISEASE
20497146,esomeprazole,CHEMICAL
20497146,d oesophagitis,CHEMICAL
19401574,carotid artery stenosis,DISEASE
19401574,stenosis,DISEASE
25228241,haemolysis,DISEASE
25228241,haemolytic anaemia,DISEASE
25228241,enlargement of the chronic,DISEASE
25228241,aortic regurgitation,DISEASE
25228241,anaemia,DISEASE
22348433,chronic radiodermatitis,DISEASE
22348433,atrophy,DISEASE
22348433,inflammation,DISEASE
22348433,fibrosis,DISEASE
10927144,tumour,DISEASE
10927144,cancer,DISEASE
10927144,carcinomas,DISEASE
10927144,radio-sensitising,CHEMICAL
10927144,5-fluorouracil,CHEMICAL
20197761,irritable bowel syndrome,DISEASE
20197761,ibs,DISEASE
20197761,diarrhea,DISEASE
20197761,d-ibs,DISEASE
20197761,constipation,DISEASE
20197761,c-ibs,DISEASE
20197761,celiac sprue,DISEASE
21394762,pelvic pain,DISEASE
21394762,pelvic organ prolapse,DISEASE
21394762,pain,DISEASE
12442934,blood loss,DISEASE
12442934,ibuprofen,CHEMICAL
12442934,bupivacaine,CHEMICAL
12442934,morphine,CHEMICAL
9347843,"crohn's disease, ileocolic resections are often difficult to perform, especially if an abscess",DISEASE
9347843,phlegmon,DISEASE
9347843,abscess,DISEASE
9347843,crohn's disease,DISEASE
9347843,blood loss,DISEASE
24074624,febrile,DISEASE
24074624,allergic,DISEASE
24074624,hypotension,DISEASE
24074624,hypoxia,DISEASE
16097998,coeliac disease,DISEASE
16097998,coeliac,DISEASE
16097998,gastrointestinal symptoms,DISEASE
16097998,non-coeliac,DISEASE
25487603,shigellosis,DISEASE
25487603,poisoning,DISEASE
20594006,neurological injury,DISEASE
20594006,scoliosis,DISEASE
20594006,myelomeningocele,DISEASE
20594006,cranial nerve palsy,DISEASE
20594006,upper extremity weakness/sensory loss,DISEASE
20594006,lower extremity weakness,DISEASE
26363639,cardiovascular disease,DISEASE
27405146,infection,DISEASE
17192736,lower ureteric stones,DISEASE
17192736,ureteral calculi,DISEASE
17192736,perforation,DISEASE
14652839,atherosclerotic,DISEASE
14652839,abdominal aortic aneurysm,DISEASE
14652839,aaa,DISEASE
14652839,emboli,DISEASE
12145243,type 2 diabetes,DISEASE
12145243,diabetic complications,DISEASE
12145243,diabetes,DISEASE
12145243,140,CHEMICAL
12145243,glucose,CHEMICAL
12145243,fpg,CHEMICAL
12145243,diabetic symptoms,DISEASE
12145243,retinopathy,DISEASE
12145243,abnormal biothesiometer,DISEASE
12145243,erectile dysfunction,DISEASE
12145243,stroke,DISEASE
12145243,myocardial infarction,DISEASE
12145243,microalbuminuria,DISEASE
25571931,acute stroke symptoms,DISEASE
25571931,stroke,DISEASE
25571931,amaurosis,DISEASE
25571931,tertiary/university,DISEASE
19108857,tuberculosis,DISEASE
19108857,say-barber-miller syndrome,DISEASE
19108857,infantile encephalopathy,DISEASE
19108857,microcephaly,DISEASE
19108857,mental retardation,DISEASE
19108857,infections,DISEASE
19108857,pain,DISEASE
19108857,anorexia,DISEASE
19108857,cerebral lesions,DISEASE
19108857,tuberculomas,DISEASE
18719011,overweight,DISEASE
9044116,extra hepatic biliary atresia,DISEASE
